exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count,ko_F
udemy,CLF-01,263,"According to the AWS Shared Responsibility Model, which of the following are the responsibilities of AWS? (Select two)",BE,BE,Encrypting application data,Network operability,Configuring IAM Roles,Installing security patches of the guest operating system (OS),Data center security,,AWS 공동 책임 모델에 따르면 다음 중 AWS의 책임은 무엇입니까? (2개 선택),애플리케이션 데이터 암호화,네트워크 운용성,IAM 역할 구성,게스트 운영 체제(OS)의 보안 패치 설치,데이터 센터 보안,0,,
udemy,CLF-01,264,Which of the following AWS Support plans is the MOST cost-effective when getting enhanced technical support by Cloud Support Engineers?,D,D,AWS Enterprise Support,AWS Developer Support,AWS Basic Support,AWS Business Support,,,다음 중 클라우드 지원 엔지니어의 향상된 기술 지원을 받을 때 가장 비용 효율적인 AWS Support 계획은 무엇입니까?,AWS 엔터프라이즈 지원,AWS 개발자 지원,AWS 기본 지원,AWS 비즈니스 지원,,0,,
udemy,CLF-01,265,A company based in Sydney hosts its application on an Amazon Elastic Compute Cloud (Amazon EC2) instance in ap-southeast-2. They would like to deploy the same Amazon EC2 instances in eu-south-1. Which of the following AWS entities can address this use case?,A,A,Amazon Machine Image (AMI),AWS Lambda,Elastic Load Balancing (ELB),Amazon EBS Elastic Volume snapshots,,,시드니에 기반을 둔 회사는 ap-southeast-2의 Amazon Elastic Compute Cloud(Amazon EC2) 인스턴스에서 애플리케이션을 호스팅합니다. 그들은 eu-south-1에 동일한 Amazon EC2 인스턴스를 배포하려고 합니다. 다음 중 이 사용 사례를 해결할 수 있는 AWS 엔터티는 무엇입니까?,Amazon 머신 이미지(AMI),AWS 람다,탄력적 로드 밸런싱(ELB),Amazon EBS 탄력적 볼륨 스냅샷,,0,,
udemy,CLF-01,266,Which Amazon Elastic Compute Cloud (Amazon EC2) Auto Scaling feature can help with fault tolerance?,C,C,Distributing load to Amazon EC2 instances,Lower cost by adjusting the number of Amazon EC2 instances,Replacing unhealthy Amazon EC2 instances,Having the right amount of computing capacity,,,내결함성을 지원하는 Amazon Elastic Compute Cloud(Amazon EC2) Auto Scaling 기능은 무엇입니까?,Amazon EC2 인스턴스에 로드 분산,Amazon EC2 인스턴스 수를 조정하여 비용 절감,비정상 Amazon EC2 인스턴스 교체,적절한 양의 컴퓨팅 용량 확보,,0,,
udemy,CLF-01,267,Which of the following AWS Identity and Access Management (AWS IAM) Security Tools allows you to review permissions granted to an IAM user?,D,D,IAM credentials report,Multi-Factor Authentication (MFA),IAM policy,AWS Identity and Access Management (IAM) access advisor,,,다음 중 IAM 사용자에게 부여된 권한을 검토할 수 있는 AWS Identity and Access Management(AWS IAM) 보안 도구는 무엇입니까?,IAM 자격 증명 보고서,다단계 인증(MFA),IAM 정책,AWS Identity and Access Management(IAM) 액세스 고문,,0,,
udemy,CLF-01,268,Which of the following statements is INCORRECT regarding Amazon EBS Elastic Volumes?,A,A,Amazon EBS Elastic Volumes can be bound to several Availability Zones (AZs),Amazon EBS Elastic Volumes are bound to a specific Availability Zone (AZ),Amazon EBS Elastic Volumes can persist data after their termination,Amazon EBS Elastic Volumes can be mounted to one instance at a time,,,Amazon EBS 탄력적 볼륨에 관한 다음 설명 중 잘못된 것은 무엇입니까?,Amazon EBS 탄력적 볼륨은 여러 가용 영역(AZ)에 바인딩될 수 있습니다.,Amazon EBS 탄력적 볼륨은 특정 가용 영역(AZ)에 바인딩됩니다.,Amazon EBS 탄력적 볼륨은 종료 후에도 데이터를 유지할 수 있습니다.,Amazon EBS 탄력적 볼륨은 한 번에 하나의 인스턴스에 탑재할 수 있습니다.,,0,,
udemy,CLF-01,269,A company would like to move its infrastructure to AWS Cloud. Which of the following should be included in the Total Cost of Ownership (TCO) estimate? (Select TWO),AB,AB,Power/Cooling,Server administration,Number of end-users,Electronic equipment at office,Application advertising,,회사에서 인프라를 AWS 클라우드로 이전하려고 합니다. 다음 중 총소유비용(TCO) 추정에 포함되어야 하는 것은 무엇입니까? (2개 선택),전원/냉각,서버 관리,최종 사용자 수,사무실의 전자 장비,애플리케이션 광고,0,,
udemy,CLF-01,270,A brand-new startup would like to remove its need to manage the underlying infrastructure and focus on the deployment and management of its applications. Which type of cloud computing does this refer to?,D,D,Infrastructure as a Service (IaaS),On-premises,Software as a Service (SaaS),Platform as a Service (PaaS),,,신생 기업은 기본 인프라를 관리할 필요가 없고 응용 프로그램의 배포 및 관리에 집중하기를 원합니다. 이것은 어떤 유형의 클라우드 컴퓨팅을 의미합니까?,서비스형 인프라(IaaS),온프레미스,서비스형 소프트웨어(SaaS),서비스형 플랫폼(PaaS),,0,,
udemy,CLF-01,271,A company is planning to implement Chaos Engineering to expose any blind spots that can disrupt the resiliency of the application.Which AWS service will help implement this requirement with the least effort?,A,A,AWS Fault Injection Simulator (AWS FIS),Amazon GuardDuty,AWS Trusted Advisor,Amazon Inspector,,,한 회사에서 카오스 엔지니어링을 구현하여 애플리케이션의 탄력성을 방해할 수 있는 사각지대를 노출할 계획입니다.최소한의 노력으로 이 요구 사항을 구현하는 데 도움이 되는 AWS 서비스는 무엇입니까?,AWS 결함 주입 시뮬레이터(AWS FIS),Amazon GuardDuty,AWS 신뢰할 수 있는 조언자,아마존 인스펙터,,0,,
udemy,CLF-01,272,Which of the following options is NOT a feature of Amazon Inspector?,C,C,Analyze against unintended network accessibility,Automate security assessments,Track configuration changes,Inspect running operating systems (OS) against known vulnerabilities,,,다음 옵션 중 Amazon Inspector의 기능이 아닌 것은 무엇입니까?,의도하지 않은 네트워크 접근성 분석,보안 평가 자동화,구성 변경 추적,알려진 취약점에 대해 실행 중인 운영 체제(OS) 검사,,0,,
udemy,CLF-01,273,A production company with predictable usage would like to reduce the cost of its Amazon Elastic Compute Cloud (Amazon EC2) instances by using reserved instances (RI). Which of the following length terms are available for Amazon EC2 reserved instances (RI)? (Select Two),BE,BE,2 years,1 year,6 months,5 years,3 years,,사용량을 예측할 수 있는 프로덕션 회사는 RI(예약 인스턴스)를 사용하여 Amazon Elastic Compute Cloud(Amazon EC2) 인스턴스의 비용을 줄이려고 합니다. 다음 중 Amazon EC2 예약 인스턴스(RI)에 사용할 수 있는 기간은 무엇입니까? (2개 선택),2 년,일년,6 개월,5 년,3 년,0,,
udemy,CLF-01,274,Which types of monitoring can be provided by Amazon CloudWatch? (Select TWO),AE,AE,Application performance,API access,Account management,Performance and availability of AWS services,Resource utilization,,Amazon CloudWatch에서 제공할 수 있는 모니터링 유형은 무엇입니까? (2개 선택),애플리케이션 성능,API 액세스,계정 관리,AWS 서비스의 성능 및 가용성,자원 활용,0,,
udemy,CLF-01,275,A company using a hybrid cloud would like to store secondary backup copies of the on-premises data. Which Amazon S3 Storage Class would you use for a cost-optimal yet rapid access solution?,A,A,Amazon S3 One Zone-Infrequent Access (S3 One Zone-IA),Amazon S3 Glacier Deep Archive,Amazon S3 Standard,Amazon S3 Standard-Infrequent Access (S3 Standard-IA),,,하이브리드 클라우드를 사용하는 회사는 온프레미스 데이터의 보조 백업 복사본을 저장하려고 합니다. 비용 최적화되고 신속한 액세스 솔루션을 위해 어떤 Amazon S3 스토리지 클래스를 사용하시겠습니까?,Amazon S3 One Zone-Infrequent Access(S3 One Zone-IA),Amazon S3 Glacier 딥 아카이브,아마존 S3 스탠다드,Amazon S3 Standard-Infrequent Access(S3 Standard-IA),,0,,
udemy,CLF-01,276,Which of the following statements is an AWS best practice when architecting for the Cloud?,A,A,Automation,Close coupling,Security comes last,"Servers, not services",,,다음 중 클라우드용으로 설계할 때 AWS 모범 사례는 무엇입니까?,오토메이션,가까운 결합,보안은 마지막입니다,서비스가 아닌 서버,,0,,
udemy,CLF-01,277,Which of the following statements is CORRECT regarding the scope of an Amazon Virtual Private Cloud (VPC)?,C,C,A VPC spans all AWS regions within an Availability Zone (AZ),A VPC spans all Availability Zones (AZs) in all AWS regions,A VPC spans all Availability Zones (AZs) within an AWS region,Amazon VPC spans all subnets in all AWS regions,,,다음 중 Amazon Virtual Private Cloud(VPC)의 범위에 대한 올바른 설명은 무엇입니까?,VPC는 가용 영역(AZ) 내의 모든 AWS 지역에 걸쳐 있습니다.,VPC는 모든 AWS 리전의 모든 가용 영역(AZ)에 걸쳐 있습니다.,VPC는 AWS 리전 내의 모든 가용 영역(AZ)에 걸쳐 있습니다.,Amazon VPC는 ​​모든 AWS 리전의 모든 서브넷에 걸쳐 있습니다.,,0,,
udemy,CLF-01,278,A developer would like to automate operations on his on-premises environment using Chef and Puppet. Which AWS service can help with this task?,B,B,AWS Batch,AWS OpsWorks,AWS CloudFormation,AWS CodeDeploy,,,개발자는 Chef 및 Puppet을 사용하여 온프레미스 환경에서 작업을 자동화하려고 합니다. 이 작업에 도움이 되는 AWS 서비스는 무엇입니까?,AWS 배치,AWS 옵스웍스,AWS 클라우드포메이션,AWS CodeDeploy,,0,,
udemy,CLF-01,279,Which AWS serverless service allows you to prepare data for analytics?,A,A,AWS Glue,Amazon EMR,Amazon Redshift,Amazon Athena,,,분석용 데이터를 준비할 수 있는 AWS 서버리스 서비스는 무엇입니까?,AWS 글루,아마존 EMR,아마존 레드시프트,아마존 아테나,,0,,
udemy,CLF-01,280,Which service/tool will you use to create and provide trusted users with temporary security credentials that can control access to your AWS resources?,A,A,AWS Security Token Service (AWS STS),Amazon Cognito,AWS Web Application Firewall (AWS WAF),AWS IAM Identity Center,,,신뢰할 수 있는 사용자를 생성하고 AWS 리소스에 대한 액세스를 제어할 수 있는 임시 보안 자격 증명을 제공하는 데 사용할 서비스/도구는 무엇입니까?,AWS 보안 토큰 서비스(AWS STS),아마존 코그니토,AWS 웹 애플리케이션 방화벽(AWS WAF),AWS IAM 자격 증명 센터,,0,,
udemy,CLF-01,281,The development team at a company manages 300 microservices and it is now trying to automate the code reviews to improve the code quality. Which tool/service is the right fit for this requirement?,B,B,AWS X-Ray,Amazon CodeGuru,AWS CodeBuild,AWS Trusted Advisor,,,회사의 개발 팀은 300개의 마이크로 서비스를 관리하고 있으며 현재 코드 품질을 개선하기 위해 코드 검토를 자동화하려고 합니다. 이 요구 사항에 적합한 도구/서비스는 무엇입니까?,AWS 엑스레이,Amazon CodeGuru,AWS 코드빌드,AWS 신뢰할 수 있는 조언자,,0,,
udemy,CLF-01,282,"According to the AWS Shared Responsibility Model, which of the following is the responsibility of the customer?",A,A,Firewall & networking configuration of Amazon Elastic Compute Cloud (Amazon EC2),Protecting hardware infrastructure,Managing Amazon DynamoDB,Edge locations security,,,AWS 공동 책임 모델에 따르면 다음 중 고객의 책임은 무엇입니까?,Amazon Elastic Compute Cloud(Amazon EC2)의 방화벽 및 네트워킹 구성,하드웨어 인프라 보호,Amazon DynamoDB 관리,엣지 로케이션 보안,,0,,
udemy,CLF-01,283,"Which AWS service allows you to quickly and easily add user sign-up, sign-in, and access control to web and mobile applications?",D,D,AWS Organizations,AWS Identity and Access Management (AWS IAM),AWS IAM Identity Center,Amazon Cognito,,,"웹 및 모바일 애플리케이션에 사용자 가입, 로그인 및 액세스 제어를 쉽고 빠르게 추가할 수 있는 AWS 서비스는 무엇입니까?",AWS 조직,AWS 자격 증명 및 액세스 관리(AWS IAM),AWS IAM 자격 증명 센터,아마존 코그니토,,0,,
udemy,CLF-01,284,A company needs to keep sensitive data in its own data center due to compliance but would still like to deploy resources using AWS. Which Cloud deployment model does this refer to?,B,B,Private Cloud,Hybrid Cloud,On-premises,Public Cloud,,,회사는 규정 준수로 인해 자체 데이터 센터에 민감한 데이터를 보관해야 하지만 여전히 AWS를 사용하여 리소스를 배포하려고 합니다. 이것은 어떤 클라우드 배포 모델을 의미합니까?,프라이빗 클라우드,하이브리드 클라우드,온프레미스,퍼블릭 클라우드,,0,,
