exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,en_H,en_I,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
examtopics,CLF-01,529,"An external auditor has requested that a company provide a list of all its IAM users, including the status of users' credentials and access keys.What it the SIMPLEST way to provide this information?",C,C,"Create an IAM user account for the auditor, granting the auditor administrator permissions.","Take a screenshot of each user's page in the AWS Management Console, then provide the screenshots to the auditor.","Download the IAM credential report, then provide the report to the auditor.","Download the AWS Trusted Advisor report, then provide the report to the auditor.",,,,,,외부 감사인은 회사가 사용자 자격 증명 및 액세스 키 상태를 포함하여 모든 IAM 사용자 목록을 제공하도록 요청했습니다.이 정보를 제공하는 가장 간단한 방법은 무엇입니까?,감사인에 대한 IAM 사용자 계정을 작성하여 감사 관리자 권한을 부여합니다.,AWS Management Console에서 각 사용자 페이지의 스크린 샷을 찍은 다음 감사관에게 스크린 샷을 제공하십시오.,IAM 자격 증명 보고서를 다운로드 한 다음 감사인에게 보고서를 제공하십시오.,AWS Trusted Advisor 보고서를 다운로드 한 다음 감사인에게 보고서를 제공하십시오.,,0,4
examtopics,CLF-01,530,What are the benefits of consolidated billing for AWS Cloud services? (Choose two.),AC,CE,Volume discounts,A minimal additional fee for use,One bill for multiple accounts,Installment payment options,Custom cost and usage budget creation,,,,,AWS 클라우드 서비스에 대한 통합 청구의 이점은 무엇입니까? (2 개 선택.),볼륨 할인,사용을위한 최소 추가 요금,여러 계정에 대한 청구서 하나,할부 지불 옵션,맞춤 비용 및 사용 예산 생성,0,5
examtopics,CLF-01,531,"A company is expecting a short-term spike in internet traffic for its application. During the traffic increase, the application cannot be interrupted. The company also needs to minimize cost and maximize flexibility.Which Amazon EC2 instance type should the company use to meet these requirements?",ACB,B,On-Demand Instances,Spot Instances,Reserved Instances,Dedicated Hosts,,,,,,회사는 응용 프로그램에 대한 인터넷 트래픽이 단기 급증 할 것으로 예상하고 있습니다. 트래픽이 증가하는 동안 응용 프로그램을 중단 할 수 없습니다. 회사는 비용을 최소화하고 유연성을 극대화해야합니다. 회사는 이러한 요구 사항을 충족하기 위해 어떤 Amazon EC2 인스턴스 유형을 사용해야합니까?,주문형 인스턴스,스팟 인스턴스,예약 된 인스턴스,전용 호스트,,0,4
examtopics,CLF-01,532,Which AWS service can convert text to lifelike speech?,A,A,Amazon Polly,Amazon Textract,Amazon Transcribe,Amazon Comprehend,,,,,,어떤 AWS 서비스가 텍스트를 생생한 연설로 변환 할 수 있습니까?,Amazon Polly,Amazon Textract,Amazon Transcribe,Amazon Comprehend,,0,4
examtopics,CLF-01,533,A company is building an application that needs to deliver images and videos globally with minimal latency.Which approach can the company use to accomplish this in a cost effective manner?,A,A,Deliver the content through Amazon CloudFront.,Store the content on Amazon S3 and enable S3 cross-region replication.,Implement a VPN across multiple AWS Regions.,Deliver the content through AWS PrivateLink.,,,,,,회사는 최소한의 대기 시간으로 이미지와 비디오를 전 세계적으로 제공 해야하는 응용 프로그램을 구축하고 있습니다. 회사가 비용 효과적인 방식으로이를 수행하기 위해 어떤 접근 방식을 사용할 수 있습니까?,Amazon Cloudfront를 통해 콘텐츠를 전달하십시오.,Amazon S3에 컨텐츠를 저장하고 S3 교차 지역 복제를 활성화하십시오.,여러 AWS 지역에서 VPN을 구현하십시오.,AWS Privatelink를 통해 컨텐츠를 전달하십시오.,,0,4
examtopics,CLF-01,534,The AWS IAM best practice for granting least privilege is to:,DB,D,apply an IAM policy to an IAM group and limit the size of the group.,require multi-factor authentication (MFA) for all IAM users.,require each IAM user who has different permissions to have multiple passwords.,apply an IAM policy only to IAM users who require it.,,,,,,최소한의 특권을 부여하는 AWS IAM 모범 사례는 다음과 같습니다.,IAM 그룹에 IAM 정책을 적용하고 그룹의 크기를 제한하십시오.,모든 IAM 사용자에게는 다중 인증 인증 (MFA)이 필요합니다.,여러 권한이있는 각 IAM 사용자에게 여러 가지 암호가 있어야합니다.,필요한 IAM 사용자에게만 IAM 정책을 적용하십시오.,,0,4
examtopics,CLF-01,535,A company wants to deploy a highly available third-party firewall appliance.Which AWS service or resource will support this task?,D,A,AWS WAF,AWS Security Hub,AWS Firewall Manager,Gateway Load Balancer,,,,,,회사는 사용 가능한 타사 방화벽 어플라이언스를 배치하려고합니다. AWS 서비스 또는 리소스는이 작업을 지원합니까?,AWS WAF,AWS Security Hub,AWS 방화벽 관리자,게이트웨이로드 밸런서,,0,4
examtopics,CLF-01,536,Which of the following are customer responsibilities under the AWS shared responsibility model? (Choose two.),BC,BC,Physical security of AWS facilities,Configuration of security groups,Encryption of customer data on AWS,Management of AWS Lambda infrastructure,Management of network throughput of each AWS Region,,,,,다음 중 AWS 공유 책임 모델에 따라 고객 책임은 무엇입니까? (2 개 선택.),AWS 시설의 물리적 보안,보안 그룹의 구성,AWS에 대한 고객 데이터 암호화,AWS Lambda 인프라 관리,각 AWS 지역의 네트워크 처리량 관리,0,5
examtopics,CLF-01,537,How can AWS enable a company to control expenses as an application's usage changes unpredictably?,B,B,AWS will refund the cost difference if a customer moves to larger servers.,The application can be built to scale up or down automatically as resources are needed,Spot instances will automatically be used if the price is lower than on-demand instances.,Amazon CloudWatch will automatically predict what resources are needed.,,,,,,AWS는 어떻게 신청서의 사용이 예측할 수 없을 정도로 변경됨에 따라 회사가 비용을 통제 할 수 있습니까?,고객이 대형 서버로 이동하면 AWS는 비용 차이를 환불합니다.,응용 프로그램은 자원이 필요할 때 자동으로 확장 또는 다운하도록 구축 할 수 있습니다.,가격이 주문형 인스턴스보다 낮은 경우 스팟 인스턴스가 자동으로 사용됩니다.,Amazon CloudWatch는 필요한 리소스를 자동으로 예측합니다.,,0,4
examtopics,CLF-01,538,Which AWS service or feature can be used to prevent SQL injection attacks?,C,C,Security groups,Network ACLs,AWS WAF,IAM policy,,,,,,SQL 주입 공격을 방지하기 위해 어떤 AWS 서비스 또는 기능을 사용할 수 있습니까?,Security groups,네트워크 ACL,AWS WAF,이미 정책,,0,4
examtopics,CLF-01,539,Which activity is a customer responsibility in the AWS Cloud according to the AWS shared responsibility model?,D,D,Ensuring network connectivity from AWS to the internet,Patching and fixing flaws within the AWS Cloud infrastructure,Ensuring the physical security of cloud data centers,Ensuring Amazon EBS volumes are backed up,,,,,,AWS 공유 책임 모델에 따라 AWS 클라우드에서 고객의 책임은 무엇입니까?,AWS에서 인터넷으로 네트워크 연결을 보장합니다,AWS 클라우드 인프라 내의 결함 패치 및 수정,클라우드 데이터 센터의 물리적 보안 보장,Amazon EBS 볼륨이 백업되도록합니다,,0,4
examtopics,CLF-01,540,Which of the following IT tasks does AWS perform to offload a company's IT resource management responsibilities? (Choose two.),CE,CE,Configuring operating system firewalls,Setting up access controls for data,Backing up databases,Configuring database user accounts,Installing operating systems,,,,,다음 중 AWS가 회사의 IT 자원 관리 책임을 오프로드하기 위해 수행하는 작업은 무엇입니까? (2 개 선택.),운영 체제 방화벽 구성,데이터에 대한 액세스 컨트롤 설정,데이터베이스 백업,데이터베이스 사용자 계정 구성,운영 체제 설치,0,5
examtopics,CLF-01,541,"According to security best practices, how should an Amazon EC2 instance be given access to an Amazon S3 bucket?",C,C,"Hard code an IAM user's secret key and access key directly in the application, and upload the file.","Store the IAM user's secret key and access key in a text file on the EC2 instance, read the keys, then upload the file.",Have the EC2 instance assume a role to obtain the privileges to upload the file.,Modify the S3 bucket policy so that any service can upload to it at any time.,,,,,,보안 모범 사례에 따르면 Amazon EC2 인스턴스는 어떻게 Amazon S3 버킷에 액세스해야합니까?,하드 코드 응용 프로그램에서 직접 IAM 사용자의 비밀 키 및 액세스 키를 직접 액세스하고 파일을 업로드하십시오.,EC2 인스턴스의 텍스트 파일에 IAM 사용자의 비밀 키 및 액세스 키를 저장하고 키를 읽은 다음 파일을 업로드하십시오.,EC2 인스턴스에 파일을 업로드 할 권한을 얻는 역할을하도록하십시오.,모든 서비스가 언제든지 업로드 할 수 있도록 S3 버킷 정책을 수정하십시오.,,0,4
examtopics,CLF-01,542,A user can increase operational efficiency in the AWS Cloud by:,A,A,leveraging AWS managed services.,right-sizing AWS infrastructure.,manually creating all necessary resources.,managing their own software licenses.,,,,,,사용자는 다음과 같이 AWS 클라우드의 운영 효율성을 높일 수 있습니다.,AWS 관리 서비스 활용.,오른쪽 크기의 AWS 인프라.,필요한 모든 자원을 수동으로 생성합니다.,자체 소프트웨어 라이센스 관리.,,1,4
examtopics,CLF-01,543,Which AWS service automatically handles application health monitoring?,B,B,Amazon API Gateway,AWS Elastic Beanstalk,AWS Lambda,AWS Config,,,,,,어떤 AWS 서비스가 응용 프로그램 건강 모니터링을 자동으로 처리합니까?,Amazon API Gateway,AWS Elastic Beanstalk,AWS Lambda,AWS Config,,0,4
examtopics,CLF-01,544,A company wants to test mobile apps on a variety of popular mobile devices.Which AWS service should the company use to achieve this goal?,C,C,AWS IoT Core,AWS Wavelength,AWS Device Farm,AWS Direct Connect,,,,,,회사는 다양한 인기있는 모바일 장치에서 모바일 앱을 테스트하고자합니다. 회사는이 목표를 달성하기 위해 어떤 AWS 서비스를 사용해야합니까?,AWS IoT 코어,AWS Wavelength,AWS 장치 농장,AWS Direct Connect,,1,4
examtopics,CLF-01,545,"A company needs to track the activity in its AWS accounts, and needs to know when an API call is made against its AWS resources.Which AWS tool or service can be used to meet these requirements?",C,C,Amazon CloudWatch,Amazon Inspector,AWS Cloud Trail,AWS IAM,,,,,,회사는 AWS 계정의 활동을 추적해야하며 AWS 리소스에 대해 API 호출이 언제 이루어질 지 알아야합니다. 이러한 요구 사항을 충족하는 데 AWS 도구 또는 서비스가 사용될 수 있습니까?,Amazon CloudWatch,Amazon Inspector,AWS Cloud Trail,그래 IAM,,0,4
examtopics,CLF-01,546,"According to the AWS shared responsibility model, which of the following are AWS responsibilities? (Choose two.)",AD,AD,Network infrastructure and virtualization of infrastructure,Security of application data,Guest operating systems,Physical security of hardware,Credentials and policies,,,,,AWS 공유 책임 모델에 따르면 다음 중 AWS 책임은 무엇입니까? (2 개 선택.),인프라의 네트워크 인프라 및 가상화,응용 프로그램 데이터의 보안,게스트 운영 체제,하드웨어의 물리적 보안,자격 증명 및 정책,0,5
examtopics,CLF-01,547,Which of the following services can be used to block network traffic to an instance? (Choose two.),AC,AC,Security groups,Amazon Virtual Private Cloud (Amazon VPC) flow logs,Network ACLs,Amazon CloudWatch,AWS CloudTrail,,,,,다음 중 네트워크 트래픽을 인스턴스로 차단하는 데 사용할 수있는 서비스 중 어떤 서비스를 사용할 수 있습니까? (2 개 선택.),Security groups,Amazon Virtual Private Cloud (Amazon VPC) 흐름 로그,네트워크 ACL,Amazon CloudWatch,AWS CloudTrail,0,5
examtopics,CLF-01,548,A company wants to transfer petabytes of data as quickly as possible from on-premises locations to the AWS Cloud.Which AWS service should the company use?,A,A,AWS Snowball,AWS Global Accelerator,Amazon S3 Transfer Acceleration,Amazon Connect,,,,,,회사는 온 프레미스 위치에서 AWS 클라우드로 가능한 빨리 페타 바이트의 데이터를 전송하려고합니다. 회사는 어떤 서비스를 사용해야합니까?,AWS Snowball,AWS 글로벌 가속기,아마존 S3 전송 가속도,아마존 연결,,0,4
examtopics,CLF-01,549,"A company wants to use a web browser to run. test, and debug AWS Lambda functions in an integrated development environment (IDE).Which AWS service provides this functionality?",A,C,AWS Cloud9,Amazon CodeGuru,AWS CodeDeploy,AWS CodeCommit,,,,,,회사는 웹 브라우저를 사용하여 실행하려고합니다. 테스트 및 DEBUG AWS LAMBDA 기능 통합 개발 환경 (IDE)에서 기능. 어떤 AWS 서비스 가이 기능을 제공합니까?,AWS Cloud9,아마존 코드,AWS CodeDeploy,AWS CodeCommit,,0,4
